-----------------------------------
2.41801e+07	2.38856e+07	2.30737e+07	2.17977e+07	2.3201e+07	2.31919e+07	2.54909e+07	2.31872e+07	2.4039e+07	2.29179e+07	2.33371e+07	2.32374e+07	2.149e+07	2.20395e+07	1.99634e+07	2.47903e+07	2.38845e+07	2.26748e+07	2.29863e+07	2.34796e+07	2.36066e+07	2.24552e+07	2.31885e+07	2.06411e+07	2.05269e+07	2.27269e+07	2.30622e+07	2.19984e+07	2.30354e+07	2.00241e+07	2.45619e+07	2.35651e+07	2.23102e+07	2.47913e+07	2.37354e+07	2.32949e+07	2.25556e+07	2.48368e+07	2.22786e+07	2.14913e+07	2.36443e+07	2.25468e+07	2.06506e+07	2.59087e+07	2.46962e+07	2.43493e+07	2.1705e+07	2.07771e+07	2.11198e+07	2.34151e+07	2.40661e+07	2.01609e+07	2.34372e+07	2.37531e+07	2.381e+07	2.24175e+07	2.07768e+07	2.49171e+07	2.29267e+07	2.22921e+07	2.17018e+07	2.45276e+07	2.20546e+07	2.39969e+07	2.19072e+07	2.30864e+07	2.43727e+07	2.32006e+07	2.40401e+07	2.22793e+07	2.08487e+07	2.12202e+07	2.04576e+07	2.1485e+07	2.44494e+07	2.00705e+07	2.10555e+07	2.50236e+07	2.5375e+07	2.34232e+07	2.4283e+07	2.46338e+07	1.96621e+07	2.31686e+07	2.25721e+07	2.3428e+07	2.0706e+07	2.31435e+07	2.12915e+07	2.15338e+07	2.22455e+07	2.11571e+07	2.27129e+07	2.71096e+07	2.35424e+07	2.23749e+07	2.0815e+07	2.30788e+07	2.24615e+07	2.19512e+07
2.56228e+07	2.47881e+07	2.53247e+07	2.34498e+07	2.63805e+07	2.54883e+07	2.85097e+07	2.55075e+07	2.96974e+07	2.67446e+07	2.53483e+07	2.53895e+07	2.42624e+07	2.57155e+07	2.27686e+07	2.61323e+07	2.51684e+07	2.60012e+07	2.74754e+07	2.42469e+07	2.63541e+07	2.59168e+07	2.47913e+07	2.42986e+07	2.37e+07	2.42899e+07	2.6122e+07	2.61804e+07	2.83204e+07	2.15827e+07	2.58071e+07	2.72761e+07	2.49942e+07	2.67353e+07	2.79519e+07	2.56607e+07	2.77722e+07	2.74201e+07	2.6527e+07	2.52759e+07	2.56304e+07	2.40441e+07	2.25747e+07	2.76824e+07	2.72672e+07	2.60276e+07	2.44392e+07	2.33144e+07	2.59079e+07	2.52282e+07	2.48257e+07	2.32332e+07	2.65177e+07	2.56727e+07	2.71368e+07	2.52812e+07	2.43546e+07	2.54198e+07	2.41599e+07	2.40938e+07	2.37014e+07	2.71901e+07	2.55789e+07	2.65041e+07	2.73876e+07	2.7153e+07	2.5324e+07	2.49645e+07	2.91585e+07	2.56733e+07	2.48717e+07	2.43359e+07	2.31996e+07	2.72026e+07	2.59356e+07	2.39509e+07	2.3865e+07	2.69782e+07	2.73607e+07	2.82495e+07	2.61507e+07	2.78638e+07	2.17093e+07	2.77169e+07	2.68321e+07	2.54676e+07	2.41274e+07	2.65266e+07	2.55634e+07	2.46293e+07	2.72053e+07	2.55655e+07	2.62321e+07	2.84364e+07	2.70859e+07	2.44513e+07	2.3747e+07	2.57147e+07	2.51236e+07	2.57871e+07
2.68624e+07	2.48458e+07	2.69828e+07	2.41354e+07	2.67864e+07	2.48761e+07	2.95742e+07	2.71356e+07	2.80854e+07	2.61514e+07	2.67418e+07	2.68151e+07	2.45748e+07	2.37293e+07	2.3429e+07	2.73868e+07	2.61111e+07	2.66499e+07	2.58686e+07	2.48371e+07	2.81009e+07	2.48838e+07	2.41759e+07	2.37953e+07	2.39628e+07	2.5013e+07	2.63786e+07	2.51314e+07	2.86733e+07	2.42407e+07	2.65978e+07	2.80216e+07	2.54856e+07	2.66795e+07	2.80718e+07	2.78686e+07	2.76741e+07	2.87351e+07	2.52661e+07	2.63381e+07	2.77221e+07	2.61106e+07	2.45018e+07	2.92595e+07	2.70554e+07	2.56312e+07	2.60918e+07	2.39136e+07	2.52916e+07	2.62246e+07	2.59485e+07	2.39235e+07	2.60654e+07	2.73071e+07	2.6815e+07	2.59736e+07	2.50426e+07	2.57237e+07	2.56026e+07	2.5303e+07	2.46377e+07	2.91146e+07	2.58177e+07	2.6461e+07	2.78422e+07	2.76856e+07	2.6219e+07	2.58378e+07	2.68927e+07	2.56646e+07	2.50656e+07	2.56983e+07	2.39891e+07	2.52892e+07	2.65834e+07	2.41296e+07	2.42419e+07	2.89791e+07	2.75754e+07	2.58209e+07	2.83041e+07	2.83132e+07	2.37938e+07	2.84604e+07	2.75472e+07	2.58676e+07	2.43932e+07	2.62096e+07	2.52143e+07	2.55354e+07	2.68136e+07	2.44074e+07	2.63679e+07	2.97526e+07	2.78778e+07	2.55452e+07	2.23674e+07	2.81969e+07	2.50702e+07	2.44705e+07
2.98959e+07	2.66982e+07	2.79186e+07	2.57721e+07	2.99152e+07	2.91092e+07	3.05339e+07	2.79293e+07	3.00202e+07	2.85119e+07	2.62595e+07	2.67228e+07	2.64402e+07	2.66972e+07	2.44347e+07	2.85621e+07	2.69886e+07	2.79151e+07	2.99525e+07	2.70989e+07	2.95744e+07	2.79771e+07	2.67193e+07	2.5868e+07	2.51217e+07	2.77786e+07	2.705e+07	2.71413e+07	2.94268e+07	2.55352e+07	3.00332e+07	3.00376e+07	2.6145e+07	2.88661e+07	2.90326e+07	2.83519e+07	2.79501e+07	3.13637e+07	2.89155e+07	2.60063e+07	2.91223e+07	2.6048e+07	2.41869e+07	3.12596e+07	2.9097e+07	2.68219e+07	2.7445e+07	2.56546e+07	2.74377e+07	2.83382e+07	2.811e+07	2.39814e+07	2.78334e+07	2.86049e+07	3.00285e+07	2.74335e+07	2.52062e+07	2.80655e+07	2.74301e+07	2.48772e+07	2.5536e+07	2.81858e+07	2.72835e+07	2.92132e+07	2.81388e+07	2.8509e+07	2.80492e+07	2.75392e+07	2.98146e+07	2.80653e+07	2.69984e+07	2.70222e+07	2.53785e+07	2.81634e+07	2.99716e+07	2.46331e+07	2.58663e+07	2.8859e+07	2.96245e+07	2.91846e+07	2.92771e+07	2.9814e+07	2.40068e+07	2.7498e+07	2.86914e+07	2.75079e+07	2.50696e+07	2.85066e+07	2.62345e+07	2.83184e+07	2.74274e+07	2.61182e+07	2.66349e+07	3.08976e+07	2.77364e+07	2.73125e+07	2.49466e+07	2.76324e+07	2.63718e+07	2.82192e+07
2.56601e+07	2.58779e+07	2.63343e+07	2.42749e+07	2.79565e+07	2.72254e+07	3.01432e+07	2.63296e+07	2.8769e+07	2.71832e+07	2.72591e+07	2.57388e+07	2.49263e+07	2.49989e+07	2.36608e+07	2.60366e+07	2.75992e+07	2.6809e+07	2.61406e+07	2.68066e+07	2.60352e+07	2.59549e+07	2.53059e+07	2.44967e+07	2.29959e+07	2.53596e+07	2.61198e+07	2.49035e+07	2.84677e+07	2.41735e+07	2.60742e+07	2.73166e+07	2.49506e+07	2.6251e+07	2.85735e+07	2.77993e+07	2.70957e+07	2.83022e+07	2.65463e+07	2.65729e+07	2.57627e+07	2.43156e+07	2.27682e+07	2.93724e+07	2.94278e+07	2.59864e+07	2.666e+07	2.47511e+07	2.64037e+07	2.55826e+07	2.49487e+07	2.40605e+07	2.62733e+07	2.85309e+07	2.72146e+07	2.56427e+07	2.53079e+07	2.77002e+07	2.54038e+07	2.44266e+07	2.45234e+07	2.82257e+07	2.43459e+07	2.76139e+07	2.8803e+07	2.68959e+07	2.68817e+07	2.74989e+07	2.92597e+07	2.65412e+07	2.67505e+07	2.58705e+07	2.38348e+07	2.73476e+07	2.6981e+07	2.39574e+07	2.51557e+07	2.7243e+07	2.85179e+07	2.7863e+07	2.721e+07	2.79837e+07	2.22252e+07	2.73977e+07	2.68405e+07	2.50576e+07	2.44333e+07	2.64821e+07	2.49259e+07	2.61366e+07	2.67351e+07	2.44133e+07	2.58287e+07	2.86699e+07	2.62946e+07	2.56267e+07	2.36086e+07	2.7043e+07	2.61098e+07	2.54634e+07
2.60209e+07	2.33669e+07	2.36445e+07	2.30106e+07	2.67144e+07	2.57066e+07	2.86512e+07	2.40268e+07	2.87061e+07	2.52634e+07	2.75114e+07	2.79346e+07	2.51237e+07	2.57054e+07	2.35422e+07	2.54324e+07	2.74139e+07	2.64569e+07	3.01375e+07	2.20229e+07	2.60977e+07	2.47931e+07	2.54454e+07	2.29845e+07	2.31718e+07	2.46099e+07	2.59621e+07	2.49533e+07	2.89999e+07	2.34061e+07	2.72583e+07	2.80439e+07	2.48519e+07	2.81829e+07	2.86459e+07	2.68839e+07	2.67671e+07	2.96689e+07	2.68274e+07	2.5552e+07	2.79029e+07	2.41446e+07	2.37147e+07	2.87243e+07	2.93333e+07	2.54808e+07	2.54173e+07	2.45754e+07	2.46009e+07	2.65825e+07	2.83371e+07	2.32992e+07	2.62516e+07	2.83209e+07	2.63617e+07	2.54254e+07	2.22567e+07	2.65339e+07	2.54544e+07	2.33815e+07	2.32801e+07	2.72989e+07	2.5596e+07	2.78273e+07	2.71698e+07	2.53994e+07	2.45944e+07	2.60432e+07	2.70515e+07	2.46258e+07	2.65456e+07	2.45261e+07	2.44056e+07	2.62764e+07	2.55124e+07	2.48352e+07	2.34549e+07	2.73583e+07	2.7623e+07	2.78762e+07	2.78385e+07	2.73481e+07	2.27347e+07	2.46852e+07	2.74689e+07	2.569e+07	2.3273e+07	2.60835e+07	2.50493e+07	2.48096e+07	2.5977e+07	2.32866e+07	2.68075e+07	2.93377e+07	2.65859e+07	2.54765e+07	2.35445e+07	2.58848e+07	2.62256e+07	2.44252e+07
2.34489e+07	2.46997e+07	2.50434e+07	2.3639e+07	2.56338e+07	2.74731e+07	2.65092e+07	2.63451e+07	2.79574e+07	2.3999e+07	2.53982e+07	2.50147e+07	2.41447e+07	2.40852e+07	2.25456e+07	2.42166e+07	2.52479e+07	2.41399e+07	2.50188e+07	2.45431e+07	2.33341e+07	2.48094e+07	2.35054e+07	2.19871e+07	2.10614e+07	2.46696e+07	2.43001e+07	2.29394e+07	2.64296e+07	2.23465e+07	2.48843e+07	2.4092e+07	2.35519e+07	2.4678e+07	2.59664e+07	2.5215e+07	2.4762e+07	2.61876e+07	2.34558e+07	2.25627e+07	2.41009e+07	2.43875e+07	2.32177e+07	2.74083e+07	2.65209e+07	2.51905e+07	2.39361e+07	2.254e+07	2.29983e+07	2.59895e+07	2.4761e+07	2.16067e+07	2.36985e+07	2.56528e+07	2.60024e+07	2.27667e+07	2.44964e+07	2.54518e+07	2.18822e+07	2.37636e+07	2.1786e+07	2.53666e+07	2.25789e+07	2.42325e+07	2.60432e+07	2.5336e+07	2.56089e+07	2.38079e+07	2.70054e+07	2.2813e+07	2.25919e+07	2.31638e+07	2.13526e+07	2.48862e+07	2.59551e+07	2.21707e+07	2.12813e+07	2.61861e+07	2.5795e+07	2.55552e+07	2.49178e+07	2.73489e+07	2.10572e+07	2.61149e+07	2.48636e+07	2.53182e+07	2.15158e+07	2.50486e+07	2.34719e+07	2.54547e+07	2.4893e+07	2.35862e+07	2.36568e+07	2.66895e+07	2.52021e+07	2.41987e+07	2.3536e+07	2.44846e+07	2.2305e+07	2.45876e+07
2.58008e+07	2.5109e+07	2.52619e+07	2.23703e+07	2.58942e+07	2.65678e+07	2.82084e+07	2.49956e+07	2.9838e+07	2.60845e+07	2.68422e+07	2.77611e+07	2.51595e+07	2.55645e+07	2.34772e+07	2.49251e+07	2.65672e+07	2.51439e+07	2.57659e+07	2.49839e+07	2.72582e+07	2.65639e+07	2.38557e+07	2.41082e+07	2.34792e+07	2.42545e+07	2.57092e+07	2.45424e+07	2.77643e+07	2.30781e+07	2.52368e+07	2.7147e+07	2.41868e+07	2.54985e+07	2.75818e+07	2.58728e+07	2.73693e+07	2.746e+07	2.58193e+07	2.50397e+07	2.65755e+07	2.27191e+07	2.43816e+07	2.71552e+07	2.7124e+07	2.56574e+07	2.54113e+07	2.29196e+07	2.60731e+07	2.49486e+07	2.5907e+07	2.24407e+07	2.61887e+07	2.48517e+07	2.56566e+07	2.53981e+07	2.36651e+07	2.69185e+07	2.49119e+07	2.46195e+07	2.34337e+07	2.6221e+07	2.38344e+07	2.58247e+07	2.74352e+07	2.59749e+07	2.61679e+07	2.53621e+07	2.69867e+07	2.49884e+07	2.3807e+07	2.43645e+07	2.35484e+07	2.5606e+07	2.60192e+07	2.35004e+07	2.36953e+07	2.65864e+07	2.59897e+07	2.64248e+07	2.57634e+07	2.71382e+07	2.23644e+07	2.61558e+07	2.63634e+07	2.56219e+07	2.29854e+07	2.57947e+07	2.54498e+07	2.56056e+07	2.55228e+07	2.34658e+07	2.52716e+07	2.72929e+07	2.53008e+07	2.30943e+07	2.40127e+07	2.60459e+07	2.52002e+07	2.53608e+07
2.63177e+07	2.47312e+07	2.61124e+07	2.48775e+07	2.86489e+07	2.73896e+07	2.85978e+07	2.5982e+07	3.0121e+07	2.70011e+07	2.65011e+07	2.45184e+07	2.50325e+07	2.48379e+07	2.49694e+07	2.8156e+07	2.71575e+07	2.55358e+07	2.80075e+07	2.54155e+07	2.56683e+07	2.55743e+07	2.59896e+07	2.43987e+07	2.37258e+07	2.53482e+07	2.64358e+07	2.65908e+07	2.79499e+07	2.369e+07	2.68009e+07	2.84373e+07	2.52552e+07	2.69632e+07	2.87077e+07	2.71554e+07	2.74775e+07	2.98046e+07	2.72353e+07	2.43887e+07	2.72812e+07	2.53868e+07	2.47357e+07	2.84675e+07	2.69933e+07	2.72339e+07	2.59673e+07	2.60654e+07	2.54124e+07	2.79342e+07	2.67333e+07	2.54835e+07	2.74066e+07	2.69962e+07	2.69807e+07	2.40076e+07	2.38202e+07	2.6719e+07	2.51091e+07	2.51341e+07	2.44393e+07	2.76484e+07	2.60565e+07	2.55369e+07	2.87146e+07	2.73882e+07	2.62542e+07	2.67995e+07	2.89186e+07	2.71671e+07	2.4017e+07	2.59261e+07	2.3596e+07	2.73904e+07	2.8078e+07	2.30416e+07	2.37529e+07	2.72699e+07	2.82281e+07	2.84686e+07	2.69935e+07	2.85522e+07	2.2603e+07	2.93755e+07	2.79969e+07	2.61957e+07	2.42083e+07	2.68753e+07	2.4083e+07	2.56942e+07	2.46414e+07	2.54959e+07	2.70487e+07	2.84291e+07	3.00366e+07	2.50781e+07	2.35405e+07	2.69588e+07	2.51499e+07	2.54429e+07
2.54514e+07	2.58987e+07	2.311e+07	2.16105e+07	2.57077e+07	2.7363e+07	2.99625e+07	2.53078e+07	2.82079e+07	2.46292e+07	2.56393e+07	2.61072e+07	2.50316e+07	2.58004e+07	2.36278e+07	2.64057e+07	2.64571e+07	2.51183e+07	2.54201e+07	2.35023e+07	2.47092e+07	2.55305e+07	2.47039e+07	2.37053e+07	2.19568e+07	2.53046e+07	2.56398e+07	2.2963e+07	2.75954e+07	2.32766e+07	2.60212e+07	2.67568e+07	2.28105e+07	2.52609e+07	2.6717e+07	2.48032e+07	2.54818e+07	2.70852e+07	2.52703e+07	2.50227e+07	2.58784e+07	2.25988e+07	2.25071e+07	2.7352e+07	2.73719e+07	2.69699e+07	2.45092e+07	2.46811e+07	2.32047e+07	2.58265e+07	2.67203e+07	2.18932e+07	2.41866e+07	2.65051e+07	2.51563e+07	2.49298e+07	2.26015e+07	2.49525e+07	2.29242e+07	2.26822e+07	2.24057e+07	2.62761e+07	2.26985e+07	2.50363e+07	2.66086e+07	2.60786e+07	2.65735e+07	2.51028e+07	2.64911e+07	2.48591e+07	2.3629e+07	2.44412e+07	2.2414e+07	2.53036e+07	2.59448e+07	2.33568e+07	2.37014e+07	2.56757e+07	2.79007e+07	2.56986e+07	2.42056e+07	2.7028e+07	2.22697e+07	2.58355e+07	2.45187e+07	2.51236e+07	2.23247e+07	2.56924e+07	2.29466e+07	2.47206e+07	2.66658e+07	2.38369e+07	2.2299e+07	2.71263e+07	2.48308e+07	2.47245e+07	2.33875e+07	2.63586e+07	2.4253e+07	2.39957e+07
